Date,Open,High,Low,Close/Last,Volume
8/13/2025,$123.40 ,$123.71 ,$120.30 ,$120.44 ,27623550
8/12/2025,$122.50 ,$123.20 ,$120.65 ,$122.53 ,22826270
8/11/2025,$121.40 ,$122.31 ,$120.19 ,$121.83 ,24556480
8/8/2025,$118.32 ,$121.41 ,$118.04 ,$121.16 ,38166890
8/7/2025,$118.18 ,$119.12 ,$116.82 ,$118.04 ,26283210
8/6/2025,$115.35 ,$118.14 ,$115.19 ,$117.85 ,33621610
8/5/2025,$117.10 ,$117.17 ,$114.47 ,$114.79 ,26607350
8/4/2025,$116.77 ,$117.70 ,$116.26 ,$117.10 ,22447020
8/1/2025,$116.30 ,$117.85 ,$115.29 ,$115.86 ,38909500
7/31/2025,$118.48 ,$119.00 ,$115.77 ,$115.94 ,37129490
7/30/2025,$116.86 ,$118.49 ,$116.61 ,$118.42 ,29227310
7/29/2025,$117.90 ,$117.96 ,$116.33 ,$116.87 ,27524890
7/28/2025,$118.12 ,$119.78 ,$116.85 ,$117.46 ,34469580
7/25/2025,$117.84 ,$118.73 ,$117.44 ,$118.05 ,26292600
7/24/2025,$117.78 ,$118.35 ,$116.27 ,$118.08 ,38455700
7/23/2025,$118.98 ,$119.26 ,$117.36 ,$117.68 ,45042640
7/22/2025,$123.04 ,$123.24 ,$118.75 ,$119.01 ,50629700
7/21/2025,$120.60 ,$123.71 ,$119.80 ,$123.33 ,56275910
7/18/2025,$124.20 ,$124.65 ,$120.10 ,$120.92 ,106933100
7/17/2025,$125.30 ,$127.75 ,$124.48 ,$127.42 ,64698770
7/16/2025,$126.17 ,$127.10 ,$124.98 ,$125.03 ,32270220
7/15/2025,$126.20 ,$127.12 ,$124.32 ,$126.03 ,28017310
7/14/2025,$124.49 ,$127.05 ,$124.00 ,$126.20 ,27810480
7/11/2025,$125.98 ,$126.10 ,$123.13 ,$124.51 ,39571500
7/10/2025,$128.55 ,$128.96 ,$124.60 ,$125.06 ,42364940
7/9/2025,$127.40 ,$128.83 ,$126.62 ,$128.83 ,23844770
7/8/2025,$129.09 ,$129.33 ,$126.00 ,$127.53 ,32925250
7/7/2025,$129.50 ,$129.50 ,$127.60 ,$128.96 ,22737370
7/3/2025,$129.20 ,$130.23 ,$127.98 ,$129.72 ,20062240
7/2/2025,$129.70 ,$130.00 ,$127.16 ,$128.49 ,30488010
7/1/2025,$133.82 ,$133.88 ,$128.22 ,$129.36 ,49935670
6/30/2025,$133.10 ,$134.12 ,$132.12 ,$133.91 ,32829080
6/27/2025,$130.69 ,$133.13 ,$130.10 ,$132.31 ,40708570
6/26/2025,$128.00 ,$130.73 ,$128.00 ,$130.67 ,26058700
6/25/2025,$128.68 ,$129.80 ,$127.38 ,$127.53 ,21465100
6/24/2025,$126.05 ,$128.26 ,$125.50 ,$127.91 ,26633070
6/23/2025,$123.80 ,$125.48 ,$121.50 ,$125.35 ,26673180
6/20/2025,$123.45 ,$124.85 ,$122.43 ,$123.14 ,53481930
6/18/2025,$123.00 ,$124.20 ,$122.05 ,$122.23 ,22810470
6/17/2025,$122.00 ,$123.24 ,$121.61 ,$122.07 ,18921260
6/16/2025,$121.22 ,$122.63 ,$121.22 ,$122.54 ,21127970
6/13/2025,$120.66 ,$122.06 ,$120.19 ,$121.22 ,22102530
